1386099677968277510,Sat Apr 24 23:28:10 +0000 2021,"@sweetmacaloon HEEE SUMPAH SAMA KAYAK AKU LOH MAA 😭

Aku sering dikata gendut (emang gendutan sih) makanya berharap banget buat kuliah offline. Aku selama sekolah badannya bagus ada lekukannya kan gegara sering pulang jalan kaki makanya badanku kejaga. 

Tapi tetep gak ngefek sih dikata gendut"
1386092498519347205,Sat Apr 24 22:59:38 +0000 2021,"Mandi pagi jam segini teh mengingatkan ku masa kuliah offline tiap hari senin :)) aku sering telat karna nungguin putri mandinya lama! Belom milih kerudungnya, belum lagi nyetrika baju yg lecek, belum lagi ngiket tali sepatu, belum gembok kosan ku yg rumit! Senin rudet🤝😭🥰"
1386087670904881153,Sat Apr 24 22:40:27 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386079386315616259,Sat Apr 24 22:07:32 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386077116249174019,Sat Apr 24 21:58:31 +0000 2021,Kangen kuliah offline
1386076993658163207,Sat Apr 24 21:58:02 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386076684290433025,Sat Apr 24 21:56:48 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386076357520621569,Sat Apr 24 21:55:30 +0000 2021,"@sipsip_oke iyaaa emg enak seger bgt :”) ini aku juga baru2 pas puasa mandi setiap sebelum subuh, biasanya jarang sih kecuali pas waktu masih kuliah offline. ini mandi grgr ngerasa gerah aja gt hiksd"
1386073970714112001,Sat Apr 24 21:46:01 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386070454708817921,Sat Apr 24 21:32:03 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386070154862161922,Sat Apr 24 21:30:51 +0000 2021,Smg aja kuliah offline beneran terjadi tahun ini
1386068251277336578,Sat Apr 24 21:23:17 +0000 2021,@collegemenfess Selama kuliah offline sering ketemu tiap hari sm ex mana satu jurusan dan senior sendiri wkwk eh sayangnya doi keluar
1386068209678180354,Sat Apr 24 21:23:07 +0000 2021,@samsungID Kalo udah bisa kuliah offline lagi #GalaxyBudsPro bakal ku pake buat dengerin rekaman dosen. Efek #8DSound pasti bikin suara dosen jadi real banget 🤣🤣🤣
1386061923507073026,Sat Apr 24 20:58:09 +0000 2021,Intinya mah onlen gini banyakin sabar dah. Yuk buruan offline pls drpd mental brekdens gue kuliah di rumah gini
1386059306471071748,Sat Apr 24 20:47:45 +0000 2021,[cm] guys ada info kuliah offline mulai kapan?
1386057742788435968,Sat Apr 24 20:41:32 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386056692811530240,Sat Apr 24 20:37:21 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386052823243132928,Sat Apr 24 20:21:59 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386047434330017792,Sat Apr 24 20:00:34 +0000 2021,@yangbikinkangen kangen kuliah offline
1386046561147187203,Sat Apr 24 19:57:06 +0000 2021,"Semoga kuliah offline biar jumpa banyak orang baru, mngkin bisa ilang rasa sukanya xixi"
1386043667790458883,Sat Apr 24 19:45:36 +0000 2021,"warga india masuk ke indonesia trus kena covid, covid nambah banyak lagi. kapan gua kuliah offline nya kontooollllll"
1386041619003043840,Sat Apr 24 19:37:28 +0000 2021,@collegemenfess disini ada anak keperawatan yang kuliah nya uda offline juga ga guys):
1386039302476517378,Sat Apr 24 19:28:15 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386038246728142852,Sat Apr 24 19:24:04 +0000 2021,masih yakin mau kuliah di negara ini? iya gampang sih masuknya. lulusnya hidup mati. ujian online aja beginikan nilainya. apalagi offline ckckck
1386036569023213571,Sat Apr 24 19:17:24 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386033317091311617,Sat Apr 24 19:04:28 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386032435024986112,Sat Apr 24 19:00:58 +0000 2021,Kgn kuliah offline
1386026174858489857,Sat Apr 24 18:36:05 +0000 2021,@MiChaChik Belum kuliah offline. Sama lagi pulkam ini
1386025402343124993,Sat Apr 24 18:33:01 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386023928611565568,Sat Apr 24 18:27:10 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386023589556592640,Sat Apr 24 18:25:49 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386022242954350596,Sat Apr 24 18:20:28 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386019483840438273,Sat Apr 24 18:09:30 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386018873724444674,Sat Apr 24 18:07:05 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386018171316969472,Sat Apr 24 18:04:17 +0000 2021,"capek bgt gk siee kuliah online, gapaham matkul satupun 😭 mau kuliah offline tapi takut beradaptasi😭"
1386013061966811138,Sat Apr 24 17:43:59 +0000 2021,"@itsamyygdala Iya gw kuliah offline beberapa kali, trs abis itu internship.. dah lah gakan ada waktu sampe februari 2022. Itu jg kalo libur 😩"
1386010407224045568,Sat Apr 24 17:33:26 +0000 2021,"@Elenaskyee @Trytoeazy @collegemenfess kayaknya kamu tipe2 anak ambis yang bodoamat sama sekitar ya. mungkin km merasa lebih suka kuliah online, tapi banyak mahasiswa yg jurusan mereka itu membutuhkan praktek langsung dan itu hanya bisa terlaksana dg efektif kalo offline:)"
1386008967801757699,Sat Apr 24 17:27:43 +0000 2021,kakaku yg plg baik sejagat raya soalnya beliin aku iket rambut hehehehe ayo kita meet up lg kalo dunia udh membaik atau udh kuliah offline. kita udh meet up tp kok blm makan hanamasa yah 😡 hanamasa next!!!!!
1386006362220470276,Sat Apr 24 17:17:22 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386004087045378059,Sat Apr 24 17:08:19 +0000 2021,"Butuh kuliah offline/gabungan setengah onlen setengah masuk susah pahamnyaa😭😭

Ngeliat esai pas masih tingkat 2 kok lebih bagus drpd skrg ngalor ngidul nulis😭😭"
1386002981418459138,Sat Apr 24 17:03:56 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1386000127039442947,Sat Apr 24 16:52:35 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1385999031818543106,Sat Apr 24 16:48:14 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1385998865094959110,Sat Apr 24 16:47:34 +0000 2021,@ibunyajungwon Engga sksksk tapi doain aja moga kuliah offline aku bisa kesana wkwk
1385998707603034113,Sat Apr 24 16:46:57 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1385997767630221317,Sat Apr 24 16:43:13 +0000 2021,@hourlybie SADAR BANGET. Makanya gue antara pengen dan takut kuliah offline 😭
1385997619151974402,Sat Apr 24 16:42:37 +0000 2021,Kangen kuliah offline hiksss
1385997099393634305,Sat Apr 24 16:40:33 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1385996778709954561,Sat Apr 24 16:39:17 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1385996699584241664,Sat Apr 24 16:38:58 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1385995841853280263,Sat Apr 24 16:35:33 +0000 2021,RT @jeenaanii: @collegemenfess kuliah offline cuma 1 semester lebih dikit doang:'
1385995635111849985,Sat Apr 24 16:34:44 +0000 2021,@collegemenfess kuliah offline cuma 1 semester lebih dikit doang:'
1385995250133442564,Sat Apr 24 16:33:12 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1385993385392046082,Sat Apr 24 16:25:48 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1385991483170332680,Sat Apr 24 16:18:14 +0000 2021,well ngl kadang ngerasa ga nyaman dirumah karena beberapa faktor... makanya sering minta cepet-cepet kuliah offline
1385990288787734528,Sat Apr 24 16:13:29 +0000 2021,"tau gasi udah boleh punya guguk, tp nyadar bentar lg kuliah offline. offline = kos = guguk ga sama aku.
gamau😭😭😭"
1385988627960766472,Sat Apr 24 16:06:53 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1385988319687888897,Sat Apr 24 16:05:40 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
1385985815482826755,Sat Apr 24 15:55:43 +0000 2021,RT @pengwinningg: sezuzurnya mau kuliah offline supaya bisa secepatnya cabut dari rumah
